file,label,rms,ptp,kurtosis,dominant_hz
normal_0.mat,0,0.07226609323608835,0.4906633846153846,2.954176192742091,1037.109375
normal_0.mat,0,0.07334354204965302,0.4852393846153846,2.8836615105641883,1037.109375
normal_0.mat,0,0.07799322431413747,0.4497747692307692,2.8154202193016435,1037.109375
normal_0.mat,0,0.07696360162093578,0.4497747692307692,2.8493433507120884,1037.109375
normal_0.mat,0,0.07336953091626922,0.421403076923077,2.7782402538785047,1037.109375
normal_0.mat,0,0.07219660437628697,0.4685501538461539,2.8203843542851943,1037.109375
normal_0.mat,0,0.07296709547796111,0.49671323076923074,2.9309651458231056,1037.109375
normal_0.mat,0,0.07234373895880847,0.4629175384615385,3.0197768211170186,1037.109375
normal_0.mat,0,0.07126541012873087,0.4282873846153846,2.7943993498074984,1037.109375
normal_0.mat,0,0.06974654464679103,0.41264123076923076,2.801851371758126,1037.109375
normal_0.mat,0,0.0716962361646794,0.40805169230769234,2.8992909036052534,1037.109375
normal_0.mat,0,0.07186953401923306,0.40805169230769234,2.7659134933519542,1037.109375
normal_0.mat,0,0.07082708024279968,0.4526953846153846,2.81006166873569,1037.109375
normal_0.mat,0,0.07204561911440446,0.4526953846153846,2.8123454138704824,1037.109375
normal_0.mat,0,0.07142881753635862,0.4061741538461538,2.7070773321389274,1037.109375
normal_0.mat,0,0.07192372095643623,0.4065913846153846,2.6837352985298493,1037.109375
normal_0.mat,0,0.07330957480921954,0.41660492307692304,2.6139433700584007,1037.109375
normal_0.mat,0,0.07385717398103003,0.45874523076923074,2.672688176525384,1037.109375
normal_0.mat,0,0.07036451258902278,0.4345458461538461,2.751102026613682,1037.109375
normal_0.mat,0,0.0729487426981305,0.45791076923076923,2.8339552713625675,1037.109375
normal_0.mat,0,0.07341046910828453,0.45791076923076923,2.823479466011622,1037.109375
normal_0.mat,0,0.07155778797128629,0.4159790769230769,2.653237221436025,1037.109375
normal_0.mat,0,0.0730542174401259,0.425784,2.677522318358236,1037.109375
normal_0.mat,0,0.07177985337405436,0.41493599999999997,2.674056127090205,1037.109375
normal_0.mat,0,0.07398298431473137,0.4266184615384615,2.721527851878597,1037.109375
normal_0.mat,0,0.07497228536419878,0.4266184615384615,2.6398642414298217,1037.109375
normal_0.mat,0,0.07527109361864388,0.4101378461538462,2.5461696317801277,1037.109375
normal_0.mat,0,0.07291956366910342,0.5182006153846154,3.0012347064068554,1037.109375
normal_0.mat,0,0.07025933775927973,0.5182006153846154,2.9871262470961133,1037.109375
normal_0.mat,0,0.07012616872932975,0.42223753846153844,2.6625551035606407,1037.109375
normal_0.mat,0,0.0720508618123544,0.42599261538461536,2.6473429482664623,1037.109375
normal_0.mat,0,0.0727087731841807,0.4410129230769231,2.685022810223228,1037.109375
normal_0.mat,0,0.07089463246671435,0.42891323076923077,2.7502587498863242,1037.109375
normal_0.mat,0,0.07303543514054098,0.4272443076923077,2.6490624996196,1037.109375
normal_0.mat,0,0.07205648805730108,0.4272443076923077,2.7092012779801316,1037.109375
normal_0.mat,0,0.0700841289416551,0.4493575384615384,2.8130236654899052,1037.109375
normal_0.mat,0,0.07230230233403284,0.4585366153846153,2.7907610157833953,1037.109375
normal_0.mat,0,0.07260692088568596,0.46521230769230765,2.7564506650310134,1037.109375
normal_0.mat,0,0.07017538681697708,0.4132670769230769,2.7359635677221363,1037.109375
normal_0.mat,0,0.07125993627801663,0.46124861538461537,2.7793926436352154,1037.109375
normal_0.mat,0,0.07289794520218272,0.46124861538461537,2.76168772339813,1037.109375
normal_0.mat,0,0.0723911910271192,0.4704276923076923,2.8732056695582067,1037.109375
normal_0.mat,0,0.07224950235037134,0.4704276923076923,3.0129758793590695,1037.109375
normal_0.mat,0,0.07161291401828336,0.425784,2.834305877667436,1037.109375
normal_0.mat,0,0.07407931905454675,0.45770215384615376,2.874005058197935,1037.109375
normal_0.mat,0,0.07340840772909517,0.45770215384615376,2.890853612130857,1037.109375
normal_0.mat,0,0.07390188584260741,0.46437784615384614,2.745757779248602,1037.109375
normal_0.mat,0,0.07468758015976255,0.5319692307692307,2.9898688271434417,1037.109375
normal_0.mat,0,0.07385390771583353,0.5223729230769231,2.9449259646474455,1037.109375
normal_0.mat,0,0.07168836303975203,0.44414215384615385,2.7659132755118834,1037.109375
normal_0.mat,0,0.06970323012692282,0.47313969230769226,2.9844717733104518,1037.109375
normal_0.mat,0,0.07202096269681232,0.47313969230769226,2.9099239387256493,1037.109375
normal_0.mat,0,0.07058831010545132,0.4326683076923077,2.6670459072843244,1037.109375
normal_0.mat,0,0.06961876519082195,0.4093033846153846,2.637028294278645,1037.109375
normal_0.mat,0,0.07005689313850257,0.4337113846153846,2.7624924459703077,1037.109375
normal_0.mat,0,0.07066607586464321,0.4948356923076923,2.9044930854762425,1037.109375
normal_0.mat,0,0.07195974008019859,0.4948356923076923,3.0874022277808355,1037.109375
normal_0.mat,0,0.073176672671985,0.4531126153846154,2.9277427539607013,1037.109375
normal_0.mat,0,0.0712452775859672,0.4973390769230769,2.989089647611401,1037.109375
normal_0.mat,0,0.0710495233517927,0.4837790769230769,3.002963628133424,1037.109375
normal_0.mat,0,0.07180650773894212,0.4282873846153846,2.8079285018592652,1037.109375
normal_0.mat,0,0.06929102091154678,0.4170221538461538,2.727783580916606,1037.109375
normal_0.mat,0,0.06989240890635752,0.41013784615384613,2.752987461795055,1037.109375
normal_0.mat,0,0.07224107274398385,0.4272443076923077,2.8660945024013724,1037.109375
normal_0.mat,0,0.07386142409325766,0.4389267692307692,2.825395431549463,1037.109375
normal_0.mat,0,0.07131402807215034,0.4389267692307692,2.848448591375197,1037.109375
normal_0.mat,0,0.06958389722394152,0.3790541538461538,2.6489247300179217,1037.109375
normal_0.mat,0,0.07189341217230719,0.4545729230769231,2.823569279280591,1037.109375
normal_0.mat,0,0.07298076205587598,0.4545729230769231,2.984786595662126,1037.109375
normal_0.mat,0,0.07136718782537942,0.4253667692307692,2.6635647452489444,1037.109375
normal_0.mat,0,0.06962265023445312,0.43892676923076923,2.684426717813258,1037.109375
normal_0.mat,0,0.07319342953279444,0.45624184615384616,2.891147647101741,1037.109375
normal_0.mat,0,0.07193329186238157,0.4341286153846154,2.7630136872990856,1037.109375
normal_0.mat,0,0.07109063614765795,0.44768861538461535,2.7639658433583785,1037.109375
normal_0.mat,0,0.07116878377485289,0.44768861538461535,2.7933101700406233,1037.109375
normal_0.mat,0,0.07030502923182504,0.4485230769230769,2.711833896722725,1037.109375
normal_0.mat,0,0.06965712459290965,0.4485230769230769,2.9726055223753685,1037.109375
normal_0.mat,0,0.06853108327224959,0.46708984615384613,2.9426178628501884,1037.109375
normal_0.mat,0,0.07130475236119874,0.46208307692307693,2.677127523416955,1037.109375
normal_0.mat,0,0.07087610894168224,0.3951175384615384,2.6324327801410083,1037.109375
normal_0.mat,0,0.07010545476139618,0.3865643076923077,2.599402581183648,1037.109375
normal_0.mat,0,0.07119097973154447,0.3913624615384615,2.6146780532319336,1037.109375
normal_0.mat,0,0.07166067603581426,0.43830092307692303,2.6820935610984784,1037.109375
normal_0.mat,0,0.07289762753971163,0.45853661538461543,2.6341066172421925,1037.109375
normal_0.mat,0,0.07465744771097112,0.43162523076923076,2.5533236487816424,1037.109375
normal_0.mat,0,0.07236471597872828,0.4362147692307692,2.637443876953802,1037.109375
normal_0.mat,0,0.070831660995174,0.428496,2.603957948168308,1037.109375
normal_0.mat,0,0.07178150382301485,0.44393353846153844,2.599759663804616,1037.109375
normal_0.mat,0,0.07305912572002907,0.4487316923076923,2.618151186525737,1037.109375
normal_0.mat,0,0.07306283904535718,0.4053396923076923,2.617157727171482,1037.109375
normal_0.mat,0,0.071268727522421,0.46104,2.739828821646833,1037.109375
normal_0.mat,0,0.0738472959934462,0.45478153846153846,2.829996187288792,1037.109375
normal_0.mat,0,0.0763846811493828,0.42515815384615385,2.6047111277770845,1037.109375
normal_0.mat,0,0.07468588852322915,0.46208307692307693,2.612738774384614,1037.109375
normal_0.mat,0,0.07223518151099714,0.46208307692307693,2.7087552173828304,1037.109375
normal_0.mat,0,0.07195847405715555,0.4716793846153846,2.695005959367419,1037.109375
normal_0.mat,0,0.07016376047004261,0.4716793846153846,2.843706103413371,1037.109375
normal_0.mat,0,0.06933404113117062,0.42453230769230765,2.6316128270302546,1037.109375
normal_0.mat,0,0.07036519839086672,0.385104,2.652627387447906,1037.109375
normal_0.mat,0,0.07020430692003601,0.382392,2.6858515695643197,1037.109375
normal_0.mat,0,0.06918150686311098,0.3934486153846154,2.6263261342960815,1037.109375
normal_0.mat,0,0.06763884765852597,0.3934486153846154,2.6371909834849014,1037.109375
normal_0.mat,0,0.06975874481226033,0.42077723076923074,2.5924905147152626,1037.109375
normal_0.mat,0,0.0693382579821461,0.4178566153846154,2.7063484058717386,1037.109375
normal_0.mat,0,0.06934442963688675,0.40533969230769235,2.67585759040321,1037.109375
normal_0.mat,0,0.06967987232289939,0.40533969230769235,2.584698722889511,1037.109375
normal_0.mat,0,0.07173927468297331,0.43809230769230767,2.6731092434871893,1037.109375
